City,Lat,Lng,Max Temp,Humidity,Wind Speed,Cloudiness,Country,Date
Cabedelo,-34.83,-6.98,73.4,88,5.82,32,BR,1596674296
Alofi,-169.92,-19.06,77.0,94,9.17,75,NU,1596674296
Sokolo,-6.12,14.73,74.68,91,7.05,57,ML,1596674296
Corvallis,-123.26,44.56,82.99,44,16.11,1,US,1596674296
Te Anau,167.72,-45.42,50.94,86,1.52,100,NZ,1596674297
Kamsack,-101.9,51.57,78.8,36,6.93,1,CA,1596674297
Fairview,-74.0,40.81,84.2,42,3.36,0,US,1596674298
Elk Plain,-122.4,47.05,82.4,37,3.36,1,US,1596674298
Manokwari,134.08,-0.87,82.78,69,3.87,91,ID,1596674298
Kumluca,30.29,36.37,86.23,40,4.14,0,TR,1596674298
Martinópolis,-51.17,-22.15,65.1,45,9.1,0,BR,1596674299
Kjøllefjord,27.35,70.95,50.16,86,1.86,76,NO,1596674299
Ystad,13.82,55.43,63.0,93,2.24,0,SE,1596674299
Altamira,-52.21,-3.2,76.69,54,3.18,0,BR,1596674300
Sinnamary,-52.95,5.38,78.91,87,9.57,100,GF,1596674301
Kahului,-156.47,20.89,89.6,46,23.04,40,US,1596674139
Saint Anthony,-93.22,45.02,73.4,53,10.29,40,US,1596674302
Alyangula,136.42,-13.85,78.8,78,10.29,75,AU,1596674302
Namatanai,152.43,-3.67,85.3,68,10.45,100,PG,1596674302
Rodino,80.25,52.5,64.96,63,9.62,0,RU,1596674303
Olafsvik,-23.71,64.89,50.07,85,14.41,100,IS,1596674304
Takoradze,-1.76,4.88,72.86,81,12.71,42,GH,1596674304
Tagusao,117.81,9.19,83.16,72,3.71,17,PH,1596674305
Adrar,-10.07,20.5,94.66,28,13.62,2,MR,1596674305
Lamu,40.9,-2.27,74.91,83,11.45,16,KE,1596674305
Severo-Kuril'sk,156.12,50.68,53.31,85,13.02,100,RU,1596674117
Nioro,-15.75,13.35,74.7,95,5.46,90,GM,1596674306
São Domingos do Maranhão,-44.39,-5.58,77.56,43,7.74,0,BR,1596674306
Yelniki,43.88,54.62,59.54,94,6.15,6,RU,1596674307
Vao,167.48,-22.67,69.75,64,6.98,0,NC,1596674307
Zapolyarnyy,30.81,69.42,48.2,93,6.93,100,RU,1596674307
Lavrentiya,-171.0,65.58,45.64,77,10.89,100,RU,1596674308
Tutóia,-42.27,-2.76,78.98,75,11.14,0,BR,1596674308
Margaritas,-102.47,20.45,72.57,72,2.19,50,MX,1596674309
Dicabisagan,122.42,17.08,85.69,66,1.83,100,PH,1596674309
Cherskiy,161.3,68.75,52.54,68,4.92,68,RU,1596674310
Paita,-81.11,-5.09,61.63,82,14.47,8,PE,1596674310
Padang,100.35,-0.95,80.6,69,3.15,100,ID,1596674311
Truth or Consequences,-107.25,33.13,96.8,16,14.99,20,US,1596674311
Krasnosel'kup,82.47,65.7,61.14,67,9.89,0,RU,1596674105
Richards Bay,32.04,-28.78,63.01,84,12.37,0,ZA,1596674312
Mehamn,27.85,71.04,51.03,85,1.43,97,NO,1596674313
Abu Samrah,37.18,35.3,70.92,77,11.86,0,SY,1596674313
Selfoss,-21.0,63.93,48.0,99,13.0,100,IS,1596674061
São Filipe,-24.5,14.9,77.7,82,6.38,2,CV,1596674314
Praia da Vitória,-27.07,38.73,73.4,83,8.01,40,PT,1596674315
Sambava,50.17,-14.27,66.02,84,9.1,35,MG,1596674315
Bontang,117.5,0.13,76.98,84,11.59,100,ID,1596674156
Millington,-89.9,35.34,78.8,54,4.7,1,US,1596674016
Isla Mujeres,-86.73,21.23,86.0,74,8.05,75,MX,1596674316
Kyra,111.98,49.58,65.35,77,3.0,76,RU,1596674316
Tabou,-7.35,4.42,71.87,77,6.8,11,CI,1596674316
Pisco,-76.22,-13.7,62.01,82,12.75,75,PE,1596674037
Rassvet,40.75,46.83,68.41,73,6.4,0,RU,1596674317
Upata,-62.4,8.01,79.0,87,1.99,100,VE,1596674318
Maceió,-35.74,-9.67,71.6,88,4.7,75,BR,1596674198
Todos Santos,-110.22,23.45,77.0,80,3.0,99,MX,1596674319
Lucapa,20.74,-8.42,66.63,33,3.22,0,AO,1596674319
Kualakapuas,114.39,-3.01,75.2,100,5.82,20,ID,1596674320
Władysławowo,18.4,54.79,61.0,76,1.12,100,PL,1596674321
Sakakah,40.21,29.97,82.4,34,17.22,0,SA,1596674321
Saýat,63.88,38.78,69.8,40,11.41,0,TM,1596674322
Mongoumba,18.59,3.64,71.47,82,1.03,100,CF,1596674322
Molo,35.74,-0.25,48.29,92,3.0,15,KE,1596674323
Vitim,112.56,59.45,71.49,61,2.48,100,RU,1596674324
Grand Gaube,57.66,-20.01,66.2,72,6.93,75,MU,1596674324
Solnechnyy,136.63,50.72,49.3,88,8.84,100,RU,1596674325
Hasaki,140.83,35.73,86.0,70,6.93,40,JP,1596674325
King City,-121.13,36.21,82.99,27,3.0,0,US,1596674313
Ileza,43.9,61.05,58.17,98,4.63,39,RU,1596674326
Kupang,123.58,-10.17,80.6,69,6.93,20,ID,1596674326
Kidal,1.41,18.44,85.93,55,8.25,43,ML,1596674327
Salme,85.09,28.04,71.6,100,2.24,75,NP,1596674328
Sørland,12.69,67.67,57.18,80,13.62,3,NO,1596674328
Pochutla,-96.47,15.74,86.0,70,4.7,90,MX,1596674328
Saint-Joseph,55.62,-21.37,62.6,63,6.93,40,RE,1596674329
Karīmganj,92.35,24.87,79.41,93,3.09,96,IN,1596674329
Xining,101.77,36.62,63.3,80,3.04,100,CN,1596674329
Ilhabela,-45.36,-23.78,66.78,81,8.88,17,BR,1596674330
Ossora,163.07,59.24,61.77,55,12.66,98,RU,1596674330
Lagoa,-27.98,39.05,69.75,73,11.1,100,PT,1596674330
Bulawayo,28.58,-20.15,52.79,47,9.35,0,ZW,1596674331
Bonthe,-12.51,7.53,74.26,76,6.33,99,SL,1596674331
Probolinggo,113.22,-7.75,81.32,63,12.77,89,ID,1596674331
Shingū,135.98,33.73,82.4,78,5.82,20,JP,1596674332
Cidreira,-50.21,-30.18,60.78,83,8.39,0,BR,1596674332
Grand Island,-98.34,40.92,80.6,61,10.29,1,US,1596674259
Manthani,79.67,18.65,74.35,90,7.63,100,IN,1596674333
Sept-Îles,-66.38,50.2,62.6,100,10.29,75,CA,1596674333
Caucayá,-74.78,-0.19,72.57,83,2.01,100,CO,1596674333
Shakawe,21.85,-18.37,53.85,38,3.2,0,BW,1596674334
Dunedin,170.5,-45.87,48.0,83,1.99,96,NZ,1596674335
Kamphaeng Phet,99.52,16.48,79.63,88,2.89,100,TH,1596674335
Çayeli,40.73,41.09,69.62,69,3.24,14,TR,1596674336
Boden,21.69,65.83,57.2,93,4.7,11,SE,1596674336
Aasiaat,-52.87,68.71,38.93,91,7.7,100,GL,1596674336
Shache,77.24,38.42,77.13,30,7.38,7,CN,1596674337
Pinega,43.39,64.7,56.48,95,6.13,55,RU,1596674337
Thinadhoo,72.93,0.53,82.09,72,11.21,100,MV,1596674337
Toyooka,134.83,35.53,84.2,66,5.82,4,JP,1596674337
Esso,158.7,55.93,60.73,44,7.72,100,RU,1596674339
Eureka,-124.16,40.8,63.0,100,1.99,34,US,1596674339
Louis Trichardt,29.9,-23.04,50.92,92,5.57,0,ZA,1596674339
Vardø,31.11,70.37,50.2,86,10.94,100,NO,1596674340
Ballina,153.57,-28.87,66.0,45,9.17,0,AU,1596674340
Noto,15.07,36.89,72.0,68,3.42,0,IT,1596674340
Qena,32.72,26.16,89.6,33,5.68,0,EG,1596674341
Yar-Sale,70.83,66.83,60.93,58,9.93,0,RU,1596674341
Hyères,6.12,43.12,69.01,77,3.36,0,FR,1596674341
Whitehorse,-135.05,60.72,66.99,42,12.75,75,CA,1596674121
Moose Factory,-80.61,51.26,60.8,77,4.7,90,CA,1596674342
Las Varas,-105.17,21.17,86.0,78,4.7,90,MX,1596674342
Aswān,32.91,24.09,89.82,29,9.78,2,EG,1596674342
Noyabrsk,75.45,63.2,60.98,62,6.8,0,RU,1596674343
Bodaybo,114.19,57.85,65.37,81,2.26,100,RU,1596674343
Carupano,-63.26,10.67,78.96,84,9.73,32,VE,1596674343
Taman',36.72,45.21,69.8,73,6.71,0,RU,1596674343
Kavieng,150.8,-2.57,85.5,73,16.58,100,PG,1596674344
Makakilo City,-158.09,21.35,87.8,52,9.17,75,US,1596674155
Bang Saphan,99.51,11.21,77.0,100,1.12,75,TH,1596674344
Broome,-75.83,42.25,72.0,56,4.7,75,US,1596674345
Hwange,26.5,-18.37,56.03,38,4.45,0,ZW,1596674345
Palana,159.97,59.12,54.12,72,9.33,94,RU,1596674345
Zheleznodorozhnyy,38.0,55.75,64.0,93,2.24,20,RU,1596674346
Frankfort,28.48,-27.27,42.53,61,5.77,0,ZA,1596674346
Verkhoyansk,133.38,67.54,76.28,29,6.71,41,RU,1596674346
Tuatapere,167.68,-46.13,48.0,87,5.73,100,NZ,1596674347
Muros,-9.06,42.78,66.99,84,1.99,0,ES,1596674348
Visby,18.3,57.64,64.99,72,14.99,100,SE,1596674348
Bengkulu,102.27,-3.8,78.94,77,3.56,82,ID,1596674349
Opatija,14.31,45.34,71.6,60,14.99,40,HR,1596674349
Mercedes,-59.43,-34.65,69.01,73,5.99,72,AR,1596674350
Kurchum,83.65,48.57,67.01,57,4.27,0,KZ,1596674350
Batemans Bay,150.18,-35.72,57.0,45,1.01,0,AU,1596674350
Kumul,93.45,42.8,86.27,19,10.51,0,CN,1596674351
Jiayuguan City,98.3,39.82,78.24,39,8.34,0,CN,1596674351
Semey,80.23,50.41,66.2,59,11.18,0,KZ,1596674351
Key Biscayne,-80.16,25.69,82.0,100,10.29,90,US,1596674352
Itarantim,-40.07,-15.66,59.94,94,4.12,8,BR,1596674352
Huarmey,-78.15,-10.07,59.58,86,8.5,11,PE,1596674352
Ojinaga,-104.42,29.57,104.0,14,10.29,1,MX,1596674352
Saldanha,17.94,-33.01,41.0,80,3.36,0,ZA,1596674353
Sobolevo,31.9,54.43,63.05,96,5.79,100,RU,1596674353
Blanquefort,-0.64,44.91,68.0,56,4.7,0,FR,1596674353
Oddur,43.89,4.12,70.21,80,16.28,47,SO,1596674353
Envira,-70.22,-7.3,75.65,57,1.97,0,BR,1596674354
Bilma,12.92,18.69,93.87,29,6.17,8,NE,1596674354
Strezhevoy,77.59,60.73,64.4,93,6.71,40,RU,1596674355
Tasiilaq,-37.64,65.61,44.6,81,5.82,100,GL,1596674355
Soyo,12.37,-6.13,71.51,91,8.16,78,AO,1596674356
Bubaque,-15.83,11.28,79.52,82,19.22,100,GW,1596674356
Stromness,-3.3,58.97,57.2,87,8.05,10,GB,1596674356
Kloulklubed,134.26,7.04,84.2,79,9.17,75,PW,1596674356
Iranshahr,60.68,27.2,93.2,16,11.41,69,IR,1596674357
Parrita,-84.32,9.52,68.0,88,5.82,75,CR,1596674357
Sterling,-77.43,39.01,81.0,61,4.32,75,US,1596674358
San Juan,-68.54,-31.54,64.89,36,9.55,71,AR,1596674358
Gouyave,-61.73,12.16,82.4,78,11.41,20,GD,1596674358
Mola di Bari,17.09,41.06,66.99,88,2.24,100,IT,1596674359
Forio,13.86,40.73,73.99,77,4.0,0,IT,1596674359
Turukhansk,87.98,65.82,62.11,66,10.98,100,RU,1596674359
Ilulissat,-51.1,69.22,41.0,80,2.24,90,GL,1596674361
Ngunguru,174.5,-35.62,63.0,3,7.0,100,NZ,1596674361
Dubbo,148.62,-32.25,42.8,81,8.05,56,AU,1596674361
Matagami,-77.63,49.75,57.2,100,11.45,90,CA,1596674362
Goderich,-81.72,43.75,66.0,72,9.01,100,CA,1596674363
Cherniakhiv,28.67,50.46,62.92,86,3.98,0,UA,1596674364
Hay River,-115.8,60.82,66.2,68,9.17,40,CA,1596674364
Mnogovershinnyy,139.92,53.94,59.9,60,7.29,0,RU,1596674364
Örnsköldsvik,18.72,63.29,55.4,100,4.7,100,SE,1596674364
Leninogorsk,52.46,54.6,63.28,93,7.16,0,RU,1596674365
Rome,-75.46,43.21,71.6,53,5.82,1,US,1596674198
Kupino,77.3,54.37,66.13,70,6.2,0,RU,1596674365
Los Alamos,-106.31,35.89,71.6,33,4.7,90,US,1596674366
Temple,-97.34,31.1,98.6,32,11.41,1,US,1596674367
Kommunisticheskiy,64.48,61.68,57.79,67,2.46,11,RU,1596674367
Belmonte,-38.88,-15.86,73.4,69,8.05,75,BR,1596674368
Flinders,150.86,-34.58,53.01,43,12.75,0,AU,1596674368
Mulegé,-111.98,26.88,93.18,45,5.44,0,MX,1596674368
Kavaratti,72.64,10.57,82.87,80,29.84,100,IN,1596674368
Seymchan,152.43,62.88,68.13,38,2.73,3,RU,1596674369
Santa Cruz de Tenerife,-16.25,28.47,68.0,88,18.34,90,ES,1596674369
Taltal,-70.48,-25.4,58.77,71,3.06,11,CL,1596674205
Buena Vista,-83.9,43.42,70.0,52,4.7,1,US,1596674370
Mehrān,46.16,33.12,68.0,32,4.7,0,IR,1596674370
Baft,56.61,29.23,66.94,32,1.39,0,IR,1596674370
Trairi,-39.27,-3.28,77.97,78,12.1,0,BR,1596674087
Val-David,-74.22,46.03,66.2,68,5.82,40,CA,1596674166
Yanji,129.51,42.91,70.07,91,4.36,100,CN,1596674372
Norman Wells,-126.83,65.28,66.2,59,6.93,75,CA,1596674372
Ponta Delgada,-25.67,37.73,71.6,83,8.05,20,PT,1596674372
Yerbogachën,108.01,61.28,67.3,62,8.08,83,RU,1596674373
Bereda,-7.54,43.27,63.0,100,1.01,1,ES,1596674373
Matadi,13.45,-5.82,71.26,79,4.29,36,CD,1596674373
Tarabuco,-64.92,-19.17,48.79,58,3.02,0,BO,1596674373
Asău,26.4,46.43,61.0,82,4.7,0,RO,1596674374
Luanda,13.23,-8.84,69.8,94,6.93,75,AO,1596674374
Nālūt,10.85,30.33,82.92,32,16.24,79,LY,1596674375
Maniitsoq,-52.9,65.42,48.0,74,9.15,0,GL,1596674375
Mananjary,48.33,-21.22,64.18,90,5.88,36,MG,1596674375
Arrondissement de Mende,3.5,44.67,49.91,75,2.26,0,FR,1596674376
Bow Island,-111.37,49.87,91.4,17,10.29,5,CA,1596674377
Angoram,144.07,-4.06,75.85,97,3.78,100,PG,1596674377
Ruska Poliana,31.92,49.42,65.8,70,5.53,0,UA,1596674377
Weinan,109.51,34.5,82.0,94,6.71,100,CN,1596674378
Mocajuba,-49.51,-2.58,76.91,60,1.34,0,BR,1596674378
Hambantota,81.12,6.12,79.77,80,13.31,100,LK,1596674379
Valday,33.25,57.97,53.29,91,4.29,75,RU,1596674379
Fort-Shevchenko,50.26,44.51,71.58,63,8.12,4,KZ,1596674380
Mvuma,30.53,-19.28,51.75,59,4.09,0,ZW,1596674381
Kalmunai,81.82,7.42,79.81,75,10.87,100,LK,1596674381
Bacolod City,122.95,10.67,83.16,76,3.11,97,PH,1596674381
Hegang,130.37,47.4,58.21,95,6.71,100,CN,1596674343
Port Hardy,-127.42,50.7,57.2,93,10.29,90,CA,1596674382
Kalāleh,55.49,37.38,71.6,83,4.7,40,IR,1596674382
Three Hills,-113.27,51.7,82.0,47,10.71,0,CA,1596674382
Victoria Point,153.3,-27.58,71.01,68,4.38,0,AU,1596674383
Bongandanga,21.05,1.5,68.72,93,0.63,100,CD,1596674384
Shimoda,138.95,34.67,84.99,83,11.41,20,JP,1596674384
Okha,142.95,53.57,59.94,76,10.96,52,RU,1596674385
Departamento de Maldonado,-54.92,-34.67,66.2,72,4.7,68,UY,1596674264
Emba,58.14,48.83,71.19,63,6.93,100,KZ,1596674199
Mlyniv,25.62,50.51,61.0,98,7.7,8,UA,1596674387
Bilibino,166.44,68.05,45.54,80,4.68,100,RU,1596674387
Huntsville,-86.59,34.73,86.0,54,4.7,20,US,1596674284
Santa Maria,-53.81,-29.68,71.6,64,8.05,0,BR,1596674388
Madang,145.8,-5.22,81.39,84,1.36,100,PG,1596674388
Lorengau,147.27,-2.02,79.0,74,11.21,100,PG,1596674389
Mafinga,35.07,-7.25,61.34,74,0.85,0,TZ,1596674389
Shīeli,66.75,44.17,69.85,40,8.68,0,KZ,1596674389
Muncar,114.33,-8.43,76.23,80,6.04,77,ID,1596674390
Mana,-53.78,5.66,79.2,85,10.96,93,GF,1596674390
Craig,-107.55,40.52,87.8,14,6.93,1,US,1596674202
Tocopilla,-70.2,-22.09,58.01,67,2.77,92,CL,1596674391
Ukiah,-123.21,39.15,80.6,42,10.29,1,US,1596674103
Port Macquarie,152.92,-31.43,57.99,39,1.01,0,AU,1596674105
Yulara,130.99,-25.24,51.8,66,10.29,0,AU,1596674205
Sakaiminato,133.23,35.55,87.8,62,14.99,75,JP,1596674345
Petropavlovsk-Kamchatskiy,158.65,53.05,57.2,100,6.71,90,RU,1596674393
Vila do Maio,-23.22,15.13,80.6,78,6.93,40,CV,1596674394
Sanok,22.21,49.56,63.0,93,6.93,90,PL,1596674394
Nome,-165.41,64.5,57.0,66,10.29,75,US,1596674394
Petauke,31.33,-14.24,61.79,54,5.59,0,ZM,1596674394
Yenagoa,6.26,4.92,73.69,81,4.92,82,NG,1596674395
Perth,115.83,-31.93,53.01,76,8.05,20,AU,1596674311
Taoudenni,-3.98,22.68,102.51,18,12.06,74,ML,1596674395
Ostrovnoy,39.51,68.05,56.64,87,16.15,100,RU,1596674354
Araouane,-3.53,18.9,93.76,41,12.82,61,ML,1596674396
Waipawa,175.52,-41.41,59.0,67,16.11,19,NZ,1596674396
Garoowe,48.48,8.41,74.8,66,23.6,99,SO,1596674396
Saint-François,3.91,46.42,57.2,71,2.01,4,FR,1596674397
Aitape,142.35,-3.14,76.62,93,3.51,100,PG,1596674397
Linxia Chengguanzhen,103.21,35.6,70.7,73,2.15,100,CN,1596674343
Pangai,-174.35,-19.8,78.8,69,8.05,75,TO,1596674398
Nyagan,65.39,62.14,59.04,64,2.77,75,RU,1596674398
Itoman,127.67,26.12,87.8,70,5.82,20,JP,1596674398
Krasnyy Luch,38.94,48.14,64.98,81,8.86,0,UA,1596674399
Pandan,124.17,14.05,85.41,70,8.19,100,PH,1596674399
Mollendo,-72.01,-17.02,56.89,78,3.27,92,PE,1596674400
Shelby,-89.87,35.2,78.8,54,4.7,1,US,1596674402
Buraidah,43.98,26.33,82.4,30,3.36,0,SA,1596674323
Merrill,-89.68,45.18,73.4,53,4.7,1,US,1596674402
Steamboat Springs,-106.83,40.48,86.0,22,3.36,40,US,1596674403
Nantucket,-70.1,41.28,73.4,94,9.17,75,US,1596674403
Ushtobe,77.98,45.25,78.66,27,6.46,0,KZ,1596674404
Līsakovsk,62.49,52.54,65.32,69,13.27,0,KZ,1596674404
Yeniseysk,92.17,58.45,60.89,85,2.95,82,RU,1596674404
Serebryanyy Bor,124.8,56.8,70.0,49,2.06,7,RU,1596674405
Moyale,39.06,3.52,66.94,79,12.68,100,KE,1596674405
Half Moon Bay,-122.43,37.46,64.4,77,11.41,90,US,1596674405
City of San Pedro,121.02,14.35,87.01,72,4.0,99,PH,1596674406
Anadyr,177.48,64.75,50.0,81,11.18,75,RU,1596674406
Alice Springs,133.88,-23.7,53.6,100,3.36,0,AU,1596674406
Constitución,-72.42,-35.33,48.96,67,8.99,0,CL,1596674407
Soc Trang,105.98,9.6,77.47,85,10.22,99,VN,1596674407
Key West,-81.78,24.56,87.8,74,9.17,1,US,1596674408
Camabatela,15.38,-8.19,58.87,96,5.3,76,AO,1596674408
Kawakawa,174.07,-35.38,63.0,3,7.0,100,NZ,1596674408
Vuktyl,57.31,63.86,59.86,82,9.08,92,RU,1596674409
Kayerkan,87.76,69.35,57.2,82,4.47,0,RU,1596674409
Khudumelapye,24.75,-23.88,52.18,38,6.13,0,BW,1596674409
Djibouti,42.5,11.5,89.6,62,3.36,75,DJ,1596674410
